image,MEL
2020/train/train/ISIC_6477810.jpg,0
2020/train/train/ISIC_0420381.jpg,0
2020/train/train/ISIC_9016941.jpg,0
2020/train/train/ISIC_7343355.jpg,0
2020/train/train/ISIC_7816367.jpg,0
2020/train/train/ISIC_9087738.jpg,0
2020/train/train/ISIC_4836861.jpg,0
2020/train/train/ISIC_3966064.jpg,0
2020/train/train/ISIC_8618260.jpg,0
2020/train/train/ISIC_1077375.jpg,0
2020/train/train/ISIC_9661771.jpg,0
2020/train/train/ISIC_5924147.jpg,0
2020/train/train/ISIC_1044438.jpg,0
2020/train/train/ISIC_5241850.jpg,0
2020/train/train/ISIC_3613068.jpg,0
2020/train/train/ISIC_3689266.jpg,0
2020/train/train/ISIC_9710367.jpg,0
2020/train/train/ISIC_2360676.jpg,0
2020/train/train/ISIC_3513899.jpg,0
2020/train/train/ISIC_9283427.jpg,0
2020/train/train/ISIC_6968933.jpg,0
2020/train/train/ISIC_3726355.jpg,0
2020/train/train/ISIC_4039290.jpg,0
2020/train/train/ISIC_1732527.jpg,0
2020/train/train/ISIC_5321539.jpg,0
2020/train/train/ISIC_4548995.jpg,0
2020/train/train/ISIC_3561675.jpg,0
2020/train/train/ISIC_8047080.jpg,0
2020/train/train/ISIC_9989082.jpg,0
2020/train/train/ISIC_3223299.jpg,0
2020/train/train/ISIC_8233072.jpg,0
2020/train/train/ISIC_9583969.jpg,1
2020/train/train/ISIC_8572337.jpg,0
2020/train/train/ISIC_9384781.jpg,0
2020/train/train/ISIC_2017710.jpg,0
2020/train/train/ISIC_5148474.jpg,0
2020/train/train/ISIC_1710179.jpg,0
2020/train/train/ISIC_1216139.jpg,0
2020/train/train/ISIC_2061933.jpg,0
2020/train/train/ISIC_1573974.jpg,0
2020/train/train/ISIC_3073018.jpg,0
2020/train/train/ISIC_9360610.jpg,0
2020/train/train/ISIC_3172815.jpg,0
2020/train/train/ISIC_2801761.jpg,0
2020/train/train/ISIC_0745395.jpg,0
2020/train/train/ISIC_3574196.jpg,0
2020/train/train/ISIC_9859895.jpg,0
2020/train/train/ISIC_2763919.jpg,0
2020/train/train/ISIC_2801042.jpg,0
2020/train/train/ISIC_3082109.jpg,0
2020/train/train/ISIC_4802066.jpg,0
2020/train/train/ISIC_0533180.jpg,0
2020/train/train/ISIC_6520777.jpg,0
2020/train/train/ISIC_1574374.jpg,0
2020/train/train/ISIC_7572137.jpg,0
2020/train/train/ISIC_1234618.jpg,0
2020/train/train/ISIC_2483825.jpg,0
2020/train/train/ISIC_8190660.jpg,0
2020/train/train/ISIC_4642877.jpg,0
2020/train/train/ISIC_6687278.jpg,0
2020/train/train/ISIC_4671738.jpg,0
2020/train/train/ISIC_5362038.jpg,0
2020/train/train/ISIC_9160772.jpg,0
2020/train/train/ISIC_4164633.jpg,0
2020/train/train/ISIC_1746861.jpg,0
2020/train/train/ISIC_3255000.jpg,0
2020/train/train/ISIC_8687105.jpg,0
2020/train/train/ISIC_0282321.jpg,0
2020/train/train/ISIC_2484586.jpg,0
2020/train/train/ISIC_9064668.jpg,0
2020/train/train/ISIC_2307711.jpg,0
2020/train/train/ISIC_6234881.jpg,0
2020/train/train/ISIC_7970026.jpg,0
2020/train/train/ISIC_4041555.jpg,0
2020/train/train/ISIC_1872823.jpg,0
2020/train/train/ISIC_0898483.jpg,0
2020/train/train/ISIC_3426857.jpg,0
2020/train/train/ISIC_3262383.jpg,0
2020/train/train/ISIC_4418259.jpg,0
2020/train/train/ISIC_8614812.jpg,0
2020/train/train/ISIC_1757212.jpg,0
2020/train/train/ISIC_3649766.jpg,0
2020/train/train/ISIC_5832440.jpg,0
2020/train/train/ISIC_3506674.jpg,0
2020/train/train/ISIC_9655236.jpg,0
2020/train/train/ISIC_8738598.jpg,0
2020/train/train/ISIC_6882480.jpg,0
2020/train/train/ISIC_7460562.jpg,0
2020/train/train/ISIC_0200204.jpg,0
2020/train/train/ISIC_1809912.jpg,0
2020/train/train/ISIC_8622070.jpg,0
2020/train/train/ISIC_7806637.jpg,0
2020/train/train/ISIC_9725043.jpg,0
2020/train/train/ISIC_1059054.jpg,0
2020/train/train/ISIC_9686296.jpg,0
2020/train/train/ISIC_8164416.jpg,0
2020/train/train/ISIC_2292593.jpg,0
2020/train/train/ISIC_6660516.jpg,0
2020/train/train/ISIC_2306349.jpg,1
2020/train/train/ISIC_4023381.jpg,0
2020/train/train/ISIC_1000399.jpg,0
2020/train/train/ISIC_2653824.jpg,0
2020/train/train/ISIC_3646425.jpg,0
2020/train/train/ISIC_7376872.jpg,0
2020/train/train/ISIC_1683052.jpg,0
2020/train/train/ISIC_1372003.jpg,0
2020/train/train/ISIC_6816081.jpg,0
2020/train/train/ISIC_9669177.jpg,0
2020/train/train/ISIC_9068100.jpg,0
2020/train/train/ISIC_4060016.jpg,0
2020/train/train/ISIC_8214363.jpg,0
2020/train/train/ISIC_8043299.jpg,0
2020/train/train/ISIC_3772941.jpg,0
2020/train/train/ISIC_8826722.jpg,0
2020/train/train/ISIC_0262770.jpg,0
2020/train/train/ISIC_3828321.jpg,0
2020/train/train/ISIC_1270339.jpg,0
2020/train/train/ISIC_6003172.jpg,0
2020/train/train/ISIC_8063055.jpg,0
2020/train/train/ISIC_5194345.jpg,0
2020/train/train/ISIC_2899829.jpg,0
2020/train/train/ISIC_4483070.jpg,0
2020/train/train/ISIC_4825096.jpg,0
2020/train/train/ISIC_7753307.jpg,0
2020/train/train/ISIC_8202573.jpg,0
2020/train/train/ISIC_7796822.jpg,0
2020/train/train/ISIC_1740912.jpg,0
2020/train/train/ISIC_1258127.jpg,0
2020/train/train/ISIC_7392681.jpg,0
2020/train/train/ISIC_5082596.jpg,0
2020/train/train/ISIC_5580730.jpg,0
2020/train/train/ISIC_0563516.jpg,0
2020/train/train/ISIC_7642591.jpg,0
2020/train/train/ISIC_4592019.jpg,0
2020/train/train/ISIC_1393528.jpg,0
2020/train/train/ISIC_7089788.jpg,0
2020/train/train/ISIC_1265230.jpg,0
2020/train/train/ISIC_4702522.jpg,0
2020/train/train/ISIC_6524052.jpg,0
2020/train/train/ISIC_5866523.jpg,0
2020/train/train/ISIC_7236842.jpg,0
2020/train/train/ISIC_8795435.jpg,0
2020/train/train/ISIC_0476762.jpg,0
2020/train/train/ISIC_5937990.jpg,0
2020/train/train/ISIC_0432164.jpg,0
2020/train/train/ISIC_6368084.jpg,0
2020/train/train/ISIC_4166490.jpg,0
2020/train/train/ISIC_7164134.jpg,0
2020/train/train/ISIC_0214037.jpg,0
2020/train/train/ISIC_4368411.jpg,0
2020/train/train/ISIC_3510941.jpg,0
2020/train/train/ISIC_3519747.jpg,0
2020/train/train/ISIC_3556039.jpg,0
2020/train/train/ISIC_1821113.jpg,0
2020/train/train/ISIC_7187154.jpg,0
2020/train/train/ISIC_3640690.jpg,0
2020/train/train/ISIC_4867043.jpg,0
2020/train/train/ISIC_9516170.jpg,0
2020/train/train/ISIC_9424787.jpg,0
2020/train/train/ISIC_5059640.jpg,0
2020/train/train/ISIC_2571343.jpg,0
2020/train/train/ISIC_3573763.jpg,0
2020/train/train/ISIC_3975743.jpg,0
2020/train/train/ISIC_5732730.jpg,0
2020/train/train/ISIC_5327658.jpg,0
2020/train/train/ISIC_4264358.jpg,0
2020/train/train/ISIC_1359533.jpg,0
2020/train/train/ISIC_1957685.jpg,0
2020/train/train/ISIC_3045178.jpg,0
2020/train/train/ISIC_5997901.jpg,0
2020/train/train/ISIC_5524682.jpg,0
2020/train/train/ISIC_8979131.jpg,0
2020/train/train/ISIC_5876289.jpg,0
2020/train/train/ISIC_1489699.jpg,0
2020/train/train/ISIC_4565629.jpg,0
2020/train/train/ISIC_1711185.jpg,0
2020/train/train/ISIC_1638230.jpg,0
2020/train/train/ISIC_0662911.jpg,0
2020/train/train/ISIC_3926929.jpg,0
2020/train/train/ISIC_8719979.jpg,0
2020/train/train/ISIC_6102654.jpg,0
2020/train/train/ISIC_8701243.jpg,0
2020/train/train/ISIC_2581307.jpg,0
2020/train/train/ISIC_4505293.jpg,0
2020/train/train/ISIC_5774749.jpg,0
2020/train/train/ISIC_6431697.jpg,0
2020/train/train/ISIC_6808543.jpg,0
2020/train/train/ISIC_3242282.jpg,0
2020/train/train/ISIC_4525084.jpg,0
2020/train/train/ISIC_9784104.jpg,0
2020/train/train/ISIC_8634356.jpg,0
2020/train/train/ISIC_9320090.jpg,0
2020/train/train/ISIC_7462334.jpg,0
2020/train/train/ISIC_1801846.jpg,0
2020/train/train/ISIC_2414199.jpg,0
2020/train/train/ISIC_8467834.jpg,0
2020/train/train/ISIC_7073270.jpg,0
2020/train/train/ISIC_8128927.jpg,0
2020/train/train/ISIC_5648767.jpg,0
2020/train/train/ISIC_9240979.jpg,0
2020/train/train/ISIC_5846004.jpg,0
2020/train/train/ISIC_8140229.jpg,0
2020/train/train/ISIC_7379692.jpg,0
2020/train/train/ISIC_8931198.jpg,0
2020/train/train/ISIC_2957102.jpg,0
2020/train/train/ISIC_1391289.jpg,0
2020/train/train/ISIC_4904317.jpg,0
2020/train/train/ISIC_0827099.jpg,0
2020/train/train/ISIC_6064843.jpg,0
2020/train/train/ISIC_9828800.jpg,0
2020/train/train/ISIC_2720426.jpg,0
2020/train/train/ISIC_2325886.jpg,0
2020/train/train/ISIC_5802836.jpg,0
2020/train/train/ISIC_7614036.jpg,0
2020/train/train/ISIC_4617212.jpg,0
2020/train/train/ISIC_1484525.jpg,0
2020/train/train/ISIC_2487188.jpg,0
2020/train/train/ISIC_1974777.jpg,0
2020/train/train/ISIC_4871998.jpg,0
2020/train/train/ISIC_8136027.jpg,0
2020/train/train/ISIC_6737576.jpg,0
2020/train/train/ISIC_5514594.jpg,0
2020/train/train/ISIC_4067024.jpg,0
2020/train/train/ISIC_5478234.jpg,0
2020/train/train/ISIC_8325226.jpg,1
2020/train/train/ISIC_4545112.jpg,0
2020/train/train/ISIC_1118894.jpg,0
2020/train/train/ISIC_0809845.jpg,0
2020/train/train/ISIC_1462996.jpg,0
2020/train/train/ISIC_3826102.jpg,0
2020/train/train/ISIC_8859274.jpg,1
2020/train/train/ISIC_1772784.jpg,0
2020/train/train/ISIC_8397746.jpg,0
2020/train/train/ISIC_9167719.jpg,0
2020/train/train/ISIC_3277709.jpg,0
2020/train/train/ISIC_4272459.jpg,0
2020/train/train/ISIC_7850191.jpg,0
2020/train/train/ISIC_6071233.jpg,0
2020/train/train/ISIC_4262925.jpg,0
2020/train/train/ISIC_6209119.jpg,0
2020/train/train/ISIC_7739486.jpg,0
2020/train/train/ISIC_8713330.jpg,0
2020/train/train/ISIC_9362964.jpg,0
2020/train/train/ISIC_7477771.jpg,0
2020/train/train/ISIC_4750803.jpg,0
2020/train/train/ISIC_8965285.jpg,0
2020/train/train/ISIC_1731721.jpg,0
2020/train/train/ISIC_7303401.jpg,0
2020/train/train/ISIC_4442418.jpg,0
2020/train/train/ISIC_7810526.jpg,0
2020/train/train/ISIC_3730701.jpg,0
2020/train/train/ISIC_0549163.jpg,0
2020/train/train/ISIC_7966692.jpg,0
2020/train/train/ISIC_9489738.jpg,0
2020/train/train/ISIC_8874396.jpg,0
2020/train/train/ISIC_3566046.jpg,0
2020/train/train/ISIC_4137545.jpg,0
2020/train/train/ISIC_8150469.jpg,0
2020/train/train/ISIC_1054769.jpg,0
2020/train/train/ISIC_2558439.jpg,0
2020/train/train/ISIC_2527238.jpg,0
2020/train/train/ISIC_2211192.jpg,0
2020/train/train/ISIC_8488057.jpg,0
2020/train/train/ISIC_4153234.jpg,0
2020/train/train/ISIC_2059085.jpg,0
2020/train/train/ISIC_7019211.jpg,0
2020/train/train/ISIC_9482754.jpg,0
2020/train/train/ISIC_2284607.jpg,0
2020/train/train/ISIC_9469773.jpg,0
2020/train/train/ISIC_7189099.jpg,0
2020/train/train/ISIC_3148443.jpg,0
2020/train/train/ISIC_6966001.jpg,1
2020/train/train/ISIC_0286360.jpg,1
2020/train/train/ISIC_3707449.jpg,0
2020/train/train/ISIC_2586968.jpg,0
2020/train/train/ISIC_9024529.jpg,0
2020/train/train/ISIC_4305685.jpg,0
2020/train/train/ISIC_2360519.jpg,0
2020/train/train/ISIC_6528650.jpg,0
2020/train/train/ISIC_6662566.jpg,0
2020/train/train/ISIC_3292074.jpg,0
2020/train/train/ISIC_5519357.jpg,0
2020/train/train/ISIC_7268052.jpg,0
2020/train/train/ISIC_5409858.jpg,0
2020/train/train/ISIC_3689759.jpg,0
2020/train/train/ISIC_4500184.jpg,0
2020/train/train/ISIC_2180599.jpg,0
2020/train/train/ISIC_4131810.jpg,0
2020/train/train/ISIC_8321722.jpg,0
2020/train/train/ISIC_4923457.jpg,0
2020/train/train/ISIC_6757468.jpg,0
2020/train/train/ISIC_8592827.jpg,0
2020/train/train/ISIC_7462628.jpg,0
2020/train/train/ISIC_9548034.jpg,0
2020/train/train/ISIC_9258027.jpg,0
2020/train/train/ISIC_6734859.jpg,0
2020/train/train/ISIC_4901577.jpg,0
2020/train/train/ISIC_9714346.jpg,0
2020/train/train/ISIC_2309037.jpg,0
2020/train/train/ISIC_5744565.jpg,0
2020/train/train/ISIC_5819346.jpg,0
2020/train/train/ISIC_6010415.jpg,0
2020/train/train/ISIC_5775102.jpg,0
2020/train/train/ISIC_9207137.jpg,0
2020/train/train/ISIC_9723594.jpg,0
2020/train/train/ISIC_3689832.jpg,0
2020/train/train/ISIC_8052769.jpg,1
2020/train/train/ISIC_3810324.jpg,0
2020/train/train/ISIC_1388552.jpg,1
2020/train/train/ISIC_1483604.jpg,0
2020/train/train/ISIC_2917288.jpg,0
2020/train/train/ISIC_3957270.jpg,0
2020/train/train/ISIC_3302396.jpg,0
2020/train/train/ISIC_8014513.jpg,0
2020/train/train/ISIC_2828553.jpg,0
2020/train/train/ISIC_1821821.jpg,0
2020/train/train/ISIC_7558912.jpg,0
2020/train/train/ISIC_0822842.jpg,0
2020/train/train/ISIC_1541303.jpg,0
2020/train/train/ISIC_5157962.jpg,0
2020/train/train/ISIC_0550736.jpg,0
2020/train/train/ISIC_4288709.jpg,0
2020/train/train/ISIC_0652867.jpg,0
2020/train/train/ISIC_1472777.jpg,0
2020/train/train/ISIC_5404908.jpg,0
2020/train/train/ISIC_4538489.jpg,0
2020/train/train/ISIC_6767038.jpg,0
2020/train/train/ISIC_5149021.jpg,0
2020/train/train/ISIC_6831788.jpg,0
2020/train/train/ISIC_1836914.jpg,0
2020/train/train/ISIC_1801190.jpg,0
2020/train/train/ISIC_7720449.jpg,0
2020/train/train/ISIC_4026019.jpg,0
2020/train/train/ISIC_2041385.jpg,0
2020/train/train/ISIC_7916441.jpg,0
2020/train/train/ISIC_7593561.jpg,0
2020/train/train/ISIC_8856151.jpg,0
2020/train/train/ISIC_8471137.jpg,0
2020/train/train/ISIC_3448546.jpg,0
2020/train/train/ISIC_4212259.jpg,0
2020/train/train/ISIC_6245809.jpg,0
2020/train/train/ISIC_2681497.jpg,0
2020/train/train/ISIC_0291394.jpg,0
2020/train/train/ISIC_5569222.jpg,0
2020/train/train/ISIC_9433473.jpg,0
2020/train/train/ISIC_2817816.jpg,0
2020/train/train/ISIC_1301544.jpg,0
2020/train/train/ISIC_2131585.jpg,0
2020/train/train/ISIC_9788681.jpg,0
2020/train/train/ISIC_8555379.jpg,0
2020/train/train/ISIC_3156139.jpg,0
2020/train/train/ISIC_2208019.jpg,0
2020/train/train/ISIC_7486266.jpg,0
2020/train/train/ISIC_9839324.jpg,0
2020/train/train/ISIC_1831304.jpg,0
2020/train/train/ISIC_7394834.jpg,0
2020/train/train/ISIC_9567812.jpg,0
2020/train/train/ISIC_9075195.jpg,0
2020/train/train/ISIC_0886964.jpg,0
2020/train/train/ISIC_3859068.jpg,0
2020/train/train/ISIC_9788955.jpg,0
2020/train/train/ISIC_5266650.jpg,0
2020/train/train/ISIC_1799525.jpg,0
2020/train/train/ISIC_1744817.jpg,0
2020/train/train/ISIC_8468778.jpg,0
2020/train/train/ISIC_3105924.jpg,0
2020/train/train/ISIC_1037860.jpg,0
2020/train/train/ISIC_8175524.jpg,0
2020/train/train/ISIC_3213484.jpg,0
2020/train/train/ISIC_3115568.jpg,0
2020/train/train/ISIC_7754760.jpg,0
2020/train/train/ISIC_0378399.jpg,0
2020/train/train/ISIC_3305468.jpg,0
2020/train/train/ISIC_2871070.jpg,0
2020/train/train/ISIC_5031380.jpg,0
2020/train/train/ISIC_3536858.jpg,0
2020/train/train/ISIC_5662381.jpg,0
2020/train/train/ISIC_2903423.jpg,0
2020/train/train/ISIC_1691175.jpg,0
2020/train/train/ISIC_3796594.jpg,0
2020/train/train/ISIC_5388493.jpg,0
2020/train/train/ISIC_8736590.jpg,0
2020/train/train/ISIC_0786913.jpg,0
2020/train/train/ISIC_8027372.jpg,0
2020/train/train/ISIC_5981087.jpg,0
2020/train/train/ISIC_3598244.jpg,0
2020/train/train/ISIC_3016219.jpg,0
2020/train/train/ISIC_0427813.jpg,0
2020/train/train/ISIC_9244634.jpg,0
2020/train/train/ISIC_4917748.jpg,0
2020/train/train/ISIC_2804864.jpg,0
2020/train/train/ISIC_2360135.jpg,0
2020/train/train/ISIC_6041385.jpg,0
2020/train/train/ISIC_5805349.jpg,0
2020/train/train/ISIC_0829904.jpg,0
2020/train/train/ISIC_8333875.jpg,0
2020/train/train/ISIC_7438675.jpg,0
2020/train/train/ISIC_0297186.jpg,0
2020/train/train/ISIC_6446825.jpg,0
2020/train/train/ISIC_3458173.jpg,0
2020/train/train/ISIC_0792879.jpg,0
2020/train/train/ISIC_0908367.jpg,0
2020/train/train/ISIC_4690506.jpg,0
2020/train/train/ISIC_0645116.jpg,0
2020/train/train/ISIC_4840575.jpg,0
2020/train/train/ISIC_1509840.jpg,0
2020/train/train/ISIC_9776245.jpg,0
2020/train/train/ISIC_5233643.jpg,0
2020/train/train/ISIC_9045840.jpg,0
2020/train/train/ISIC_8862858.jpg,0
2020/train/train/ISIC_8068826.jpg,0
2020/train/train/ISIC_3479948.jpg,0
2020/train/train/ISIC_8458440.jpg,0
2020/train/train/ISIC_9958346.jpg,0
2020/train/train/ISIC_9078399.jpg,0
2020/train/train/ISIC_1911193.jpg,0
2020/train/train/ISIC_3121787.jpg,0
2020/train/train/ISIC_1453899.jpg,0
2020/train/train/ISIC_4045248.jpg,0
2020/train/train/ISIC_6498256.jpg,0
2020/train/train/ISIC_9514450.jpg,0
2020/train/train/ISIC_4318718.jpg,0
2020/train/train/ISIC_2836872.jpg,0
2020/train/train/ISIC_4529168.jpg,0
2020/train/train/ISIC_6894346.jpg,0
2020/train/train/ISIC_3995597.jpg,0
2020/train/train/ISIC_6968405.jpg,0
2020/train/train/ISIC_8459354.jpg,0
2020/train/train/ISIC_9895220.jpg,0
2020/train/train/ISIC_0397620.jpg,0
2020/train/train/ISIC_2625884.jpg,0
2020/train/train/ISIC_7255413.jpg,0
2020/train/train/ISIC_2382078.jpg,0
2020/train/train/ISIC_2441954.jpg,0
2020/train/train/ISIC_2306653.jpg,0
2020/train/train/ISIC_5501596.jpg,0
2020/train/train/ISIC_0337631.jpg,1
2020/train/train/ISIC_3140022.jpg,0
2020/train/train/ISIC_1507010.jpg,0
2020/train/train/ISIC_4966148.jpg,0
2020/train/train/ISIC_2398001.jpg,0
2020/train/train/ISIC_9154282.jpg,0
2020/train/train/ISIC_6783107.jpg,0
2020/train/train/ISIC_2894185.jpg,0
2020/train/train/ISIC_3743104.jpg,0
2020/train/train/ISIC_4403411.jpg,0
2020/train/train/ISIC_6616174.jpg,0
2020/train/train/ISIC_5314191.jpg,0
2020/train/train/ISIC_1502140.jpg,0
2020/train/train/ISIC_9450906.jpg,0
2020/train/train/ISIC_1807812.jpg,0
2020/train/train/ISIC_6475049.jpg,0
2020/train/train/ISIC_8984390.jpg,0
2020/train/train/ISIC_1831600.jpg,0
2020/train/train/ISIC_7567374.jpg,0
2020/train/train/ISIC_0914251.jpg,0
2020/train/train/ISIC_5551801.jpg,0
2020/train/train/ISIC_9944425.jpg,0
2020/train/train/ISIC_0245258.jpg,0
